""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"
"otu262"	596	1107	301	621	4205	59	1221	223	280	976	2548	588	317	900	2038	892	2152	5190	670	711	671	2272	389	159	208	2356	374	73	223	572
"otu263"	704	283	1259	797	1922	168	472	765	2780	1082	516	528	229	206	298	348	322	1898	1438	220	677	339	49	731	392	1553	428	1050	747	1568
"otu264"	1538	1059	1789	488	347	702	1188	335	264	469	2414	3691	1035	1028	3668	1480	552	309	1460	240	625	1289	329	1450	618	825	1637	2988	417	82
"otu265"	142	416	2470	2006	487	1086	389	294	879	852	654	155	559	589	2172	126	204	411	287	502	305	483	1064	7323	5031	571	150	206	50	345
"otu266"	1251	1833	169	496	117	477	1269	252	478	489	367	449	509	56	219	405	1207	364	167	279	290	3358	4005	837	2397	964	2145	914	3338	1360
"otu267"	1188	473	277	527	881	1214	603	1369	2344	291	877	294	2003	1059	180	6263	1746	206	246	494	368	516	1637	523	877	384	616	1037	685	3074
"otu268"	654	958	191	330	226	213	485	2181	391	400	439	441	210	341	1854	215	536	195	268	1718	439	1851	3272	781	767	1570	410	947	1128	123
"otu269"	303	175	1305	1828	531	339	1613	599	456	1266	1200	445	650	319	296	2230	2996	142	1692	350	825	1516	666	526	2043	347	1100	306	704	5104
"otu27"	600	1198	3463	831	985	421	3412	335	735	643	493	395	2763	160	1455	1079	2001	1142	994	385	172	1280	744	405	557	599	219	2397	1786	188
"otu270"	722	739	1223	1030	1268	104	494	1059	1316	2027	232	273	1884	575	370	690	1152	178	298	5918	315	144	680	108	178	2271	1186	3542	321	75
"otu271"	1305	1234	406	1244	176	1455	1890	630	295	577	258	1822	1333	715	231	1576	436	421	444	108	555	337	396	15593	633	1334	1447	299	934	2201
"otu272"	400	1307	134	1279	2123	325	2588	531	187	100	913	1262	95	915	189	700	202	2241	872	730	402	1765	355	223	2660	296	403	999	1021	2911
"otu273"	210	1233	526	719	836	392	316	3877	182	251	111	1040	368	1853	143	732	250	949	711	813	751	161	132	478	890	1403	6356	2081	774	1573
"otu274"	1566	157	2121	365	353	85	246	677	632	36	946	1903	1066	113	133	420	2650	404	1617	2166	372	426	1354	4337	1404	549	649	734	82	1554
"otu275"	1566	2213	699	190	1154	871	681	1522	595	702	719	8202	188	7938	349	87	665	930	2396	3922	244	2940	847	866	244	288	363	702	312	408
"otu276"	1084	167	75	65	1412	1218	630	87	3692	360	1583	476	123	543	356	306	241	512	1836	698	1540	467	681	1479	3991	597	206	153	460	595
"otu277"	542	938	1365	2611	3149	145	458	230	814	1292	734	1813	444	871	1518	1190	643	159	576	3404	311	2693	507	484	293	911	358	160	1706	1038
"otu278"	6326	34	325	2889	1840	122	385	970	710	318	142	316	1176	322	1942	724	500	258	114	418	1215	545	382	3349	2733	472	586	566	2098	216
"otu279"	704	232	133	638	498	1021	603	550	444	2692	2671	634	1108	478	478	563	524	212	108	273	1072	99	297	1869	364	663	2072	234	828	304
"otu28"	976	2674	420	1466	1043	441	1036	2682	2133	203	81	135	222	39	847	1067	259	326	904	579	559	245	636	907	357	1483	179	548	150	782
"otu280"	53	185	966	611	1109	219	657	119	336	1205	666	6895	495	1309	4512	95	278	545	1864	234	70	357	396	411	12254	167	360	537	252	1637
"otu281"	464	23	271	501	583	635	332	294	588	2750	41	497	221	1176	386	638	573	234	299	765	232	318	823	164	191	1354	420	592	362	1906
"otu282"	617	298	814	268	1368	909	528	291	1376	90	764	1809	1686	1146	1348	771	335	952	373	487	150	1042	878	635	621	930	353	685	1012	8998
"otu283"	262	981	2399	2548	196	121	370	408	878	2369	193	338	69	216	854	370	8296	889	1713	275	565	255	55	1076	2442	1979	481	524	2214	302
"otu284"	419	257	563	282	1136	1118	346	416	520	559	496	5551	605	552	464	152	14123	1501	236	693	1222	2591	239	5163	1041	330	692	1488	637	667
"otu285"	282	304	1469	381	335	1189	592	457	1494	369	286	145	456	348	806	146	443	2026	736	1025	400	686	260	1259	2039	1030	228	47	290	457
"otu286"	393	826	402	986	487	1358	1162	488	184	502	1387	154	988	1727	259	932	104	1153	581	587	839	668	842	1819	3662	2923	552	318	1038	968
"otu287"	2292	3918	128	738	1295	505	281	487	774	244	100	2497	103	9435	2139	1051	794	660	461	2701	56	246	199	1114	297	1076	447	240	308	263
"otu288"	687	470	594	781	285	467	275	2457	196	3299	559	769	767	542	338	176	421	485	455	177	987	206	1138	2018	270	126	241	145	818	155
"otu289"	272	402	130	489	675	503	2254	1101	1896	241	579	848	508	920	1846	666	130	892	4653	201	3457	284	473	173	168	622	1084	1123	384	1260
"otu29"	264	1507	231	1215	381	660	647	180	2064	734	431	352	250	702	661	477	2203	1525	54	348	222	375	758	273	2846	1366	976	6494	1423	3472
"otu290"	480	216	1365	447	399	171	749	614	2102	332	356	914	70	793	633	1885	235	850	172	525	1093	291	1460	50	184	395	876	864	937	464
"otu291"	168	689	323	939	43	1565	1034	1092	1695	1635	456	1164	486	1891	248	1223	230	398	496	2488	1018	314	1844	231	1514	1782	1642	665	550	1424
"otu292"	88	438	92	7936	404	289	309	298	4720	690	1315	6442	890	659	1703	5343	772	648	505	68	179	4808	1743	374	1218	209	995	1656	727	469
"otu293"	2637	285	135	1114	1439	808	562	767	856	385	221	82	308	679	325	2159	483	1315	42	88	860	902	900	2702	537	168	1238	117	217	835
"otu294"	896	1079	204	523	192	756	11802	735	218	351	102	214	1737	812	371	1088	279	1193	802	338	237	1403	131	233	318	800	288	736	271	389
"otu295"	62	800	3058	193	494	1634	659	424	1052	1199	1209	352	1240	850	126	348	1753	252	179	159	343	123	1126	683	221	275	901	182	63	1168
"otu296"	3252	577	316	65	304	3595	189	211	899	44	2052	309	563	1226	2559	242	568	156	628	227	2969	214	239	491	466	2966	577	310	347	3878
"otu297"	984	573	283	143	1489	2824	853	946	488	1309	531	2655	387	821	1266	96	2915	71	1272	2168	421	1573	699	563	442	2064	569	699	443	414
"otu298"	1351	1503	584	873	366	268	381	621	593	625	214	463	685	252	1038	230	217	917	299	2041	1430	965	1323	575	281	301	666	386	1869	3236
"otu299"	1041	1641	198	1391	213	581	342	441	405	266	195	362	128	1062	1313	407	912	1445	118	156	245	295	185	585	216	737	1283	2558	783	428
"otu3"	6060	1962	575	962	280	181	1109	309	442	2253	1536	770	1187	813	222	262	954	1021	232	397	331	3115	104	131	224	852	265	1695	659	438
"otu30"	152	967	476	647	3674	130	327	724	354	298	499	1144	2074	2230	435	325	266	262	1248	299	659	124	106	241	1862	4107	1226	2532	1091	554
"otu300"	91	400	830	469	918	5073	1570	246	227	1497	1131	709	993	1122	1792	282	96	726	571	117	646	860	147	682	191	257	1535	650	887	201
"otu301"	2257	802	1454	114	112	1171	2975	696	620	259	495	2045	505	1126	305	2549	3501	1899	807	200	365	399	1718	1329	289	1241	779	1387	86	1485
"otu302"	1412	148	418	1938	339	405	971	213	307	265	318	851	1428	741	1198	2221	540	619	320	134	268	244	494	528	461	2254	482	701	667	1529
"otu303"	108	602	3172	181	847	1114	2032	307	549	182	984	433	3976	511	502	407	1508	1621	483	353	295	610	135	541	447	1510	782	1091	256	327
"otu304"	310	308	787	59	130	2007	83	93	742	233	558	365	245	775	122	2271	813	94	3119	118	964	513	144	880	1988	248	591	152	375	2806
"otu305"	2734	215	1591	81	3954	839	2941	1390	960	590	966	768	239	314	3010	549	547	4307	288	833	4132	199	1581	751	1274	868	355	525	401	174
"otu306"	563	4246	243	2322	1039	1388	1572	144	385	1648	322	722	757	1966	899	80	466	128	182	525	1382	514	640	2505	72	1700	493	189	1334	2157
"otu307"	1543	705	1278	283	818	128	264	396	928	865	655	156	339	1810	1302	380	745	474	337	496	274	658	263	1357	222	1459	66	315	113	728
"otu308"	352	20	282	1643	770	776	1584	193	70	417	743	220	253	555	987	3662	517	1549	3448	3751	128	731	865	179	951	3671	680	497	266	284
"otu309"	2524	165	2908	1962	145	512	1239	1347	961	2335	1869	239	932	797	90	997	406	921	1078	68	640	687	354	676	2303	1789	3562	810	194	1033
"otu31"	186	299	135	2822	3152	1589	527	2942	431	2906	1152	3593	422	1161	337	305	208	259	267	562	592	504	784	876	159	1575	3522	1464	2341	1819
"otu310"	735	262	5861	805	1196	399	400	413	151	876	411	342	1343	511	324	1652	1231	1181	343	811	330	747	1166	874	694	3188	723	203	563	107
"otu311"	482	216	1144	218	391	200	1829	467	233	486	330	949	820	444	457	2452	4674	973	94	2156	1122	119	565	190	1164	623	697	2233	751	1061
"otu312"	5918	953	320	962	288	417	534	205	147	146	941	769	329	123	729	614	774	1989	4218	118	1845	736	2143	1768	2700	1187	3457	482	1050	141
"otu313"	75	608	3369	452	1253	1890	717	1011	1901	319	1426	600	435	1888	526	806	1072	673	4953	1324	2485	1801	965	883	408	211	3275	828	246	65
"otu314"	1690	450	844	832	132	694	209	432	270	2628	1319	1191	1756	184	1230	408	238	541	503	132	236	527	4466	419	247	490	198	118	1040	58
"otu315"	447	2039	378	452	186	20	402	321	1039	738	1308	1171	1036	2094	859	949	96	212	1058	212	1139	442	457	1015	1031	951	425	290	428	884
"otu316"	1129	1253	19485	3886	483	843	290	229	217	601	503	438	778	184	424	155	725	2952	103	48	293	1930	284	192	190	1351	1234	458	1198	245
"otu317"	1101	272	1473	1859	469	226	854	144	191	603	704	401	693	698	1536	481	637	548	282	543	675	91	726	690	446	556	391	448	547	390
"otu318"	656	100	631	293	454	752	342	611	418	696	1026	406	1208	319	638	151	1779	96	543	479	326	411	129	461	1010	548	466	472	577	159
"otu319"	1596	588	686	2431	1194	640	588	612	1076	829	860	2547	81	553	185	672	99	1836	443	852	5017	824	269	778	662	194	610	244	305	1945
"otu32"	121	733	238	238	212	4074	465	234	8889	69	1205	143	388	555	841	354	728	5775	1966	631	162	1086	253	1137	457	1020	219	152	2102	195
"otu320"	3320	299	2410	209	544	1444	492	2634	725	267	939	793	613	3483	1816	326	284	1494	555	68	995	207	875	202	574	1034	6952	357	362	402
"otu321"	527	510	129	479	562	1470	229	167	547	825	444	613	2202	471	2380	445	909	585	315	472	219	1078	101	2492	1974	932	447	27	347	1354
"otu322"	5141	233	632	684	774	360	357	412	641	612	373	1394	363	1293	953	673	222	355	840	281	112	188	1056	506	595	543	46	729	453	204
"otu323"	725	753	465	1283	1816	3101	621	1689	1623	608	1023	523	2973	309	350	1130	255	385	629	547	119	245	248	1867	2280	377	429	558	6660	437
"otu324"	696	846	176	1358	143	1126	676	836	402	867	458	116	402	562	1275	592	805	111	922	438	807	347	232	199	65	3009	729	292	2073	3306
"otu325"	2716	884	73	1411	264	526	810	286	1208	725	2312	137	1901	1395	984	611	688	273	432	533	1241	971	200	554	708	1215	4762	4333	622	2407
"otu326"	685	174	3521	598	671	1561	1162	370	897	4193	85	520	285	227	329	245	209	424	2680	1742	2273	613	283	681	277	544	187	1398	505	1114
"otu327"	161	211	298	432	1229	158	307	3543	163	4531	324	250	403	761	1144	1483	255	744	2658	364	217	336	1020	2819	786	2121	1028	662	281	283
"otu328"	324	1709	927	563	1971	1122	341	591	1057	1665	3754	1173	220	1201	96	473	140	360	226	531	843	492	1567	2546	1014	485	713	1911	112	837
"otu329"	257	352	2312	2421	197	591	1964	208	377	1387	568	210	1283	356	592	996	1016	516	922	1041	718	786	285	229	521	491	369	239	3880	1099
"otu33"	92	1062	181	2777	141	344	3421	141	465	861	234	1471	2168	270	404	146	534	1263	702	166	491	152	340	239	726	2312	4748	728	485	402
"otu330"	255	955	1958	500	507	1351	767	957	116	584	338	630	1372	648	616	838	625	1554	615	424	1943	511	1132	180	2018	358	3544	1263	622	367
"otu331"	226	491	177	489	135	121	389	84	220	726	1287	190	1360	615	745	797	606	652	1084	1123	256	1860	1054	725	195	1206	899	95	1442	408
"otu332"	330	1019	274	356	238	172	2629	303	499	289	340	935	318	415	481	189	514	643	513	6797	306	284	986	1526	182	633	482	770	670	1425
"otu333"	736	833	907	1074	612	371	480	256	2220	1002	1855	728	160	304	874	167	570	150	6028	1449	123	312	457	392	498	2330	263	1795	2593	368
"otu334"	304	282	562	2835	75	1873	238	655	351	1335	774	57	721	62	154	1654	337	624	547	332	352	761	23	78	175	1274	971	2306	1851	813
"otu335"	1590	1117	957	2512	2272	728	1248	3987	652	1638	218	427	571	186	2357	640	763	1055	554	456	2496	5390	158	582	2739	210	1727	551	180	201
"otu336"	661	357	431	236	565	2203	7442	586	424	157	1131	1653	883	845	279	1899	734	1430	1241	604	955	913	630	347	360	790	528	4919	373	10196
"otu337"	330	349	570	1105	386	768	369	239	72	461	2513	156	544	877	179	2607	917	60	11103	659	108	3930	1194	943	174	509	1131	75	1220	494
"otu338"	532	439	7234	266	486	216	174	597	166	425	1312	503	533	2359	244	356	141	282	122	228	1283	87	473	102	257	5940	278	301	390	294
"otu339"	742	1293	210	3416	1376	2274	928	457	777	6415	549	2853	248	2590	601	3332	516	638	278	260	303	833	136	436	192	233	2212	132	5698	5826
"otu34"	1252	1174	1183	415	243	195	893	2288	1257	2230	3207	898	1401	3418	539	840	184	2114	1046	1811	99	796	895	760	419	721	896	1597	241	1137
"otu340"	1236	4106	517	804	888	1741	187	2130	1898	179	551	424	3078	1608	1048	407	512	1330	1373	874	222	1385	1889	137	607	2146	1387	196	371	1144
"otu341"	1480	221	135	818	1949	447	977	2259	706	529	768	378	1318	34	100	1835	491	311	881	78	608	423	1302	227	1432	1364	325	237	1441	453
"otu342"	257	1209	588	574	134	936	241	67	310	601	4008	962	3030	438	1234	489	1192	568	839	533	407	770	668	1222	809	900	432	614	778	986
"otu343"	703	835	527	310	1378	267	1160	671	464	1058	1802	997	1170	315	1493	248	330	570	282	576	117	172	429	1611	273	30	535	222	529	303
"otu344"	467	347	318	555	612	328	1047	642	1761	692	5569	350	526	295	1695	1432	1080	1348	231	999	6027	1265	489	1767	522	376	230	1165	1053	2910
"otu345"	286	1572	381	503	425	303	1721	1782	160	402	564	1340	581	640	944	1078	1208	235	119	237	561	1530	440	71	158	66	548	5222	1462	335
"otu346"	426	501	659	475	2471	1169	85	4164	3147	157	165	380	511	213	167	139	1931	501	437	128	394	2104	761	700	1342	833	761	899	396	490
"otu347"	585	347	1260	37	1847	426	420	1099	1683	101	434	422	2729	1187	794	186	264	37	458	249	1017	212	56	2170	421	1049	280	423	511	273
"otu348"	2096	470	825	640	5848	546	657	1647	319	626	537	2140	2977	280	257	484	110	312	1270	954	111	524	521	852	1946	120	460	2382	1612	326
"otu349"	1233	1633	408	180	991	356	195	313	2086	975	514	1176	505	242	315	199	507	1636	2093	623	605	1790	2181	2241	443	1441	614	2706	4732	2954
"otu35"	1163	389	530	920	203	1149	551	2006	2943	237	1313	609	1778	438	1249	616	1844	599	182	510	1544	150	534	353	735	490	318	524	73	93
"otu350"	1361	970	386	357	291	1016	1225	484	1342	590	325	834	866	1090	1409	1253	830	1054	704	1062	334	353	1363	384	213	879	1358	148	142	918
"otu351"	198	213	1653	815	539	2220	1666	534	251	411	589	87	259	290	1898	1317	649	625	985	652	779	374	1280	113	2930	3210	498	251	308	1157
"otu352"	777	238	914	1204	145	333	976	241	108	363	134	608	7517	469	380	122	169	962	426	1201	576	1760	138	66	360	599	331	1621	299	2274
"otu353"	3701	682	175	920	1238	2904	487	367	405	732	61	1043	873	2183	872	337	171	1226	302	671	144	394	157	545	666	900	150	1640	1457	900
"otu354"	363	160	612	995	147	6452	720	82	894	212	164	434	2125	424	4449	147	732	1647	305	86	724	217	2628	213	585	827	2863	449	266	562
"otu355"	336	1035	492	252	525	153	433	3391	279	829	596	1378	2756	1526	161	765	1842	215	910	303	382	370	2901	1321	259	133	2574	1356	1269	615
"otu356"	1137	675	784	475	1053	140	805	396	569	545	451	181	1949	748	443	93	728	403	802	398	331	1898	600	1792	966	1458	203	2975	1383	870
"otu357"	3401	358	894	345	970	888	290	123	475	595	290	171	125	2950	1818	279	694	322	2231	1191	202	1058	92	979	52	2600	518	1090	111	101
"otu358"	683	1387	404	1845	1837	283	1097	1876	5332	1582	2567	784	4451	80	504	782	232	682	779	388	365	221	313	1547	371	163	464	761	150	446
"otu359"	1913	114	301	118	305	226	477	2111	2544	1135	137	688	838	827	2246	156	1173	2792	468	803	48	287	2088	532	89	687	1773	4480	293	624
"otu36"	1106	236	370	1165	602	984	1210	93	1010	360	1431	534	1195	118	363	958	142	135	159	359	1088	275	435	558	932	593	2186	438	455	3135
"otu360"	1307	350	250	687	194	448	380	1398	192	950	929	753	2610	1731	133	559	426	207	384	1561	505	1289	1284	752	396	559	884	2227	553	3117
"otu361"	934	97	317	218	3025	1524	1654	82	448	285	598	1724	166	594	551	1234	998	1367	126	3200	148	641	631	609	273	1954	1027	214	59	1087
"otu362"	457	1540	440	455	3370	533	186	2463	65	229	188	1160	155	2237	497	111	491	370	914	371	1075	731	705	8083	1696	1229	1204	275	1509	388
"otu363"	844	438	626	110	1365	1798	126	843	276	662	272	1571	74	276	56	874	1159	611	445	425	485	57	919	115	2530	275	80	558	2517	510
"otu364"	735	1095	1019	469	661	905	3781	2935	946	997	2503	320	308	840	898	476	361	2983	239	638	180	1068	465	189	2541	1070	163	317	299	77
"otu365"	641	686	237	246	94	746	1176	420	1980	506	1076	402	1168	369	58	1382	52	1794	7271	286	493	206	804	2147	3753	1710	28	448	117	1967
"otu366"	407	565	608	1648	80	500	1332	405	2044	825	362	377	68	2276	2318	3233	343	466	429	781	278	262	1117	812	773	213	247	1041	1182	67
"otu367"	5206	487	1049	1337	3119	245	431	327	702	724	33	264	520	89	128	528	184	5908	266	2223	648	747	526	198	4459	646	301	1535	377	295
"otu368"	427	145	1120	1749	1869	739	2190	225	402	2883	284	724	1185	426	730	393	688	314	360	917	1641	403	936	259	150	249	219	116	662	259
"otu369"	51	1041	2103	199	466	5421	123	991	179	8028	2448	1276	644	1864	6157	572	365	382	650	355	317	1264	47	132	341	1903	1117	1510	5513	442
"otu37"	104	233	580	171	3357	4370	617	440	125	313	408	853	1223	810	920	1235	2307	336	533	1406	5750	1946	536	1631	581	1210	2903	1237	532	361
"otu370"	1509	651	641	376	302	245	211	458	1722	553	383	4863	303	584	215	970	672	6987	207	3591	732	819	514	399	426	1721	1579	1319	423	75
"otu371"	240	321	54	694	1576	4736	547	188	40	869	39	3326	349	589	1490	759	669	364	563	531	891	3589	292	371	1417	2839	1370	2281	982	136
"otu372"	515	768	104	1077	1268	206	1583	994	762	2236	613	643	217	1494	163	258	579	1730	1497	249	695	260	262	1615	175	947	216	279	257	1622
"otu373"	312	483	231	327	79	311	454	1395	461	282	422	954	836	829	563	1105	790	1243	2995	773	8792	852	3903	588	351	868	1750	471	314	214
"otu374"	144	224	3155	828	242	160	369	2287	5007	1163	666	1572	1114	2169	142	651	1465	485	287	2244	1657	116	464	320	488	686	218	92	1028	60
"otu375"	181	216	492	3501	526	480	2926	270	1222	322	1327	217	1654	309	269	494	1639	1003	1568	2808	939	62	76	156	496	5723	531	2080	2510	650
"otu376"	790	184	666	4506	508	411	91	806	350	326	1010	368	921	2137	547	570	302	153	193	150	616	97	481	792	1087	756	239	2247	526	70
"otu377"	931	265	599	555	928	26	1925	122	1014	304	389	100	1200	2012	324	127	245	2835	444	1273	962	167	933	58	647	458	428	151	1107	540
"otu378"	636	484	379	216	2781	5020	2937	421	804	2148	577	163	1148	1410	150	109	1787	2669	605	320	310	759	839	434	876	817	274	212	279	115
"otu379"	528	545	302	796	291	1815	62	704	283	1548	486	428	142	389	1943	335	142	143	346	468	10539	132	87	192	720	651	881	572	577	366
"otu38"	137	985	256	292	576	598	3545	1463	1784	854	453	427	921	558	318	620	778	510	794	89	2127	2854	43	785	205	2005	222	553	2222	304
"otu380"	586	2435	844	2031	1497	484	178	697	946	106	94	51	1791	359	1190	1865	946	1037	1099	2078	1618	495	702	324	142	2425	2432	1098	780	865
"otu381"	1144	1828	146	1112	313	310	656	3212	735	103	1166	1189	350	709	422	700	487	1992	695	419	483	185	68	100	587	558	224	1048	1462	952
"otu382"	933	1021	231	85	1621	1758	2012	461	1454	664	791	1046	1935	154	3022	789	1249	850	3900	401	317	819	5002	633	36	343	1304	103	274	2451
"otu383"	886	3543	1520	1714	744	1800	951	885	2549	211	214	1990	114	472	5433	1890	2135	15441	356	784	996	169	1015	108	771	1280	2454	195	174	299
"otu384"	449	1032	406	450	1130	1568	3742	1718	305	3974	399	2212	477	3899	292	568	355	1299	859	945	588	1412	130	741	794	1649	3194	2176	585	204
"otu385"	478	742	58	285	2614	404	668	961	914	412	849	454	881	832	3418	814	254	386	700	112	1033	249	100	747	456	634	2467	247	1091	74
"otu386"	501	1479	214	2859	424	224	213	1148	379	185	117	391	645	3355	153	315	1139	320	692	1045	105	588	825	140	407	454	684	569	662	203
"otu387"	817	1983	2803	337	1624	1908	102	903	1167	672	871	417	128	786	713	3909	60	344	349	868	494	865	449	783	624	254	109	1073	774	1144
"otu388"	798	608	2726	3810	577	4452	792	1498	323	771	332	217	155	2632	1582	327	823	2196	245	968	843	622	1024	650	803	140	776	545	187	321
"otu389"	133	1488	672	1153	1071	852	356	1968	495	1073	3523	416	290	510	569	340	373	405	499	265	402	424	344	2135	694	690	807	3678	707	682
"otu39"	178	1044	24522	660	286	1296	483	870	1122	110	442	205	649	2683	143	1537	288	1563	357	325	308	1975	1205	267	348	2500	254	285	663	798
"otu390"	1386	4519	1035	2852	964	1040	1143	825	541	554	4038	382	230	81	351	788	504	1077	613	1676	171	372	183	236	175	1344	795	570	484	651
"otu391"	375	1067	154	1005	241	624	1552	986	438	570	398	1280	970	1788	208	168	1073	2083	2545	415	343	1532	826	2989	233	1923	2196	366	574	1508
"otu392"	1892	1217	610	211	2018	2162	561	3133	170	380	1346	321	873	213	540	454	3178	275	1948	596	240	352	1733	878	713	225	674	1587	157	933
"otu393"	61	1168	3917	743	224	1922	415	204	662	768	107	579	242	1331	739	560	2983	151	4219	101	121	183	2606	323	384	1263	1228	499	681	354
"otu394"	1165	528	462	241	1629	2171	829	458	91	754	428	478	467	521	954	177	114	591	589	951	317	62	47	318	342	410	2076	3379	2106	1269
"otu395"	855	383	2505	124	514	1443	332	3424	317	2991	503	519	448	1496	323	213	2030	319	211	1496	568	1598	3612	896	542	2829	438	615	974	194
"otu396"	1633	3908	443	1861	722	1776	39	1456	247	234	2014	1143	1163	288	1216	585	1511	1154	159	393	577	1462	1712	766	1232	996	486	50	2948	363
"otu397"	353	322	265	1456	914	2026	1882	1252	239	527	1950	308	1021	1779	228	672	929	840	81	3194	452	2006	796	327	492	188	369	412	359	1542
"otu398"	1267	411	3618	166	521	598	634	742	372	498	360	675	1094	474	389	229	833	174	707	2084	408	134	691	2811	210	342	2498	402	594	18633
"otu399"	1590	1934	394	888	1534	947	1324	724	260	698	186	1199	113	678	1869	1594	4398	1453	990	574	1910	94	450	537	101	452	372	371	1060	325
"otu4"	650	592	331	863	352	337	234	919	642	1160	580	289	172	405	206	1760	114	216	407	2161	426	1034	215	726	6948	2982	505	550	1778	749
"otu40"	539	1208	4310	5043	528	3037	956	141	398	5673	5442	5670	164	136	368	7459	864	662	9518	1379	3967	1398	1140	1058	145	788	925	306	840	876
"otu400"	398	305	297	674	315	783	2452	285	1129	225	217	937	912	2197	4411	2212	368	1015	642	430	2079	398	1771	182	768	1189	316	591	1441	870
"otu401"	2149	620	279	1291	1028	921	1431	1558	234	247	367	94	2301	1844	385	398	241	2127	1087	448	791	368	374	3108	526	1083	1610	2005	2355	1566
"otu402"	152	1188	376	3156	5773	311	7256	191	211	630	2113	182	181	938	125	200	2588	311	550	511	1408	726	1450	537	1084	325	249	574	785	1204
"otu403"	133	1358	1722	272	937	830	468	696	657	358	84	463	624	383	75	376	492	2120	1382	525	733	573	5784	2490	196	639	1262	628	520	607
"otu404"	1729	266	465	406	317	2610	3363	259	204	498	198	3374	346	521	2695	2548	189	941	1060	898	371	198	941	604	714	1596	133	2387	1320	392
"otu405"	288	104	258	546	528	368	666	121	972	455	446	1333	840	926	1315	2334	715	3218	318	748	1268	2604	2413	2015	254	544	697	2960	2011	317
"otu406"	621	1665	178	81	684	2261	397	810	1802	578	552	538	861	532	210	1156	233	318	645	369	593	226	952	380	429	1262	361	674	397	1149
"otu407"	241	220	2161	445	2035	253	174	188	86	5508	835	313	742	241	1192	746	216	4329	252	377	388	1152	1331	1207	211	593	2482	1025	1826	327
"otu408"	4249	721	308	248	2041	378	78	230	209	358	450	308	476	581	206	76	275	1761	1694	81	105	61	288	793	730	385	400	831	1772	741
"otu409"	155	75	92	202	83	547	609	908	1473	582	541	443	882	1244	1149	88	2251	1122	567	585	1699	149	51	1691	298	341	1175	216	870	925
"otu41"	362	257	1270	129	1643	1028	1267	187	1571	668	200	2497	1518	937	726	3460	804	390	417	111	649	433	821	103	869	94	258	308	1181	190
"otu410"	670	1472	291	936	870	2212	336	1484	666	648	485	1082	1112	7831	1344	1672	84	2059	245	621	357	167	51	1269	594	213	236	420	1573	4039
"otu411"	768	1469	2444	5519	94	1481	4205	6030	575	2036	1534	557	1517	1714	1031	559	638	839	502	320	2340	629	2612	1013	1694	351	1261	378	223	1183
"otu412"	644	333	675	647	2172	351	155	172	180	367	1560	393	187	253	372	205	434	3108	104	721	561	400	230	2162	1540	3231	528	122	962	1059
"otu413"	1864	378	1103	1603	1309	155	234	1413	735	257	1015	40	566	2038	364	374	1560	3683	1573	1164	790	2183	2193	1025	27	189	2859	807	372	5186
"otu414"	153	797	701	896	568	119	149	771	1014	113	326	926	855	1582	2738	337	337	130	2809	425	340	2412	392	959	245	232	1459	548	289	3510
"otu415"	227	482	171	3262	698	523	1017	1269	730	1295	1846	432	1382	310	337	599	1100	396	425	447	201	134	391	543	810	123	2210	4068	1192	417
"otu416"	717	124	4859	449	2497	377	130	404	660	504	4273	635	2809	87	242	312	655	545	255	1598	111	97	178	160	800	596	217	664	259	488
"otu417"	2292	666	186	207	88	568	27	526	520	1261	3193	384	627	190	387	993	767	295	829	1975	1189	2088	2017	351	665	1147	502	439	1927	328
"otu418"	338	502	729	284	367	1761	1583	1619	219	1527	153	681	542	136	93	95	476	238	363	1056	1126	542	382	593	1224	1611	150	1909	469	326
"otu419"	410	507	519	193	540	3610	898	9219	943	4798	618	1513	57	1017	14093	456	813	2359	5845	398	1568	1618	459	1170	223	274	357	1343	301	1065
"otu42"	806	378	741	412	616	453	295	464	224	2071	1292	591	761	1542	256	2167	1400	1288	905	1476	635	486	703	3331	328	849	563	849	3615	234
"otu420"	1686	1441	547	737	122	201	1237	751	651	10826	3109	831	731	547	120	863	954	786	170	884	322	583	1087	923	399	268	1126	3188	351	702
"otu421"	366	509	379	390	2500	113	179	2939	768	1274	663	547	285	4866	1244	874	442	323	105	638	239	691	1055	483	53	118	362	730	567	1076
"otu422"	847	1182	2961	1309	915	1365	363	329	458	218	353	318	329	724	3510	6205	571	635	2979	1227	4800	465	370	683	2410	2052	1535	369	894	638
"otu423"	207	1188	1016	681	1071	774	451	165	208	474	446	515	5019	318	1655	1439	242	765	1045	257	1037	2196	420	887	1084	3032	4541	3101	691	1025
"otu424"	3644	194	184	8138	1087	765	78	373	1254	614	599	467	211	843	218	1296	832	842	240	2216	322	371	1846	438	272	125	396	867	550	454
"otu425"	1304	463	118	187	235	1197	197	312	671	973	81	1021	516	301	885	392	274	3554	1936	1322	425	1086	88	938	420	858	493	297	373	1029
"otu426"	248	307	863	272	1741	652	653	539	155	297	902	1393	131	271	734	484	541	706	791	378	41	271	512	885	685	222	477	1896	261	1285
"otu427"	312	1329	145	403	268	192	1389	1348	2375	1792	1377	744	143	308	1984	128	57	328	829	718	1424	142	237	243	874	2589	775	1050	449	1993
